Title,Video ID,Channel,Published At,URL,Description,Video Length,Views,Likes,Comments
"Generalగా Functionsలో ఇలా చేస్తుంటారు, దయచేసి అలా చెయ్యకుండి🙏 #awareness #shorts #functions #food",RbtPHl72YxA,Kaviraj funny videos,2025-03-24T07:38:16Z,https://www.youtube.com/watch?v=RbtPHl72YxA,kaviraj #kavirajfunnyvideos #shorts #ytshorts #youtubeshorts #functions #plates #food #waste #dontwastegood #viral #ownvoice ...,49,,,
Harvard Doctor : Top 5 Foods for Your Kidneys !!️,mz3_jLQe9r8,Doctor Sethi ,2025-01-28T03:56:26Z,https://www.youtube.com/watch?v=mz3_jLQe9r8,"In this video, Dr. Sethi shares the best foods to support kidney function and keep them healthy. Watch now to learn how simple ...",38,,,
The Junk Food Lesson#JunkFoodLesson #healthyeating  #kidseducation #SayNoToJunkFood #foodawareness,wj0PIEMW1AU,Billion Surprise Toys,2025-02-21T07:45:04Z,https://www.youtube.com/watch?v=wj0PIEMW1AU,"Welcome to our fun and exciting kids' video, filled with colorful cartoons, catchy nursery rhymes, and funny moments that will make ...",21,,,
The Junk Food Lesson #JunkFoodLesson #healthyeating #kidseducation #SayNoToJunkFood #foodawareness,chsRXctx4xI,CG Rhymes: Nursery Rhymes and Kids Songs  🎵,2025-02-22T12:03:29Z,https://www.youtube.com/watch?v=chsRXctx4xI,The Junk Food Lesson. The Importance of Eating Right- A Healthy Kid's Story #kids #shorts #short #learning #education Discover ...,19,,,
You won’t believe these surprising GMO foods! #gmo #foodawareness #stayinformed #foodsafety,KWWeIIxA2QA,DrBergQuickTips,2025-03-24T17:03:21Z,https://www.youtube.com/watch?v=KWWeIIxA2QA,Did you know that some common foods you eat might be genetically modified? Here are 7 surprising GMO foods that most ...,44,,,
Organic food colors | Be Aware #afrahomemadecake #foodcolors #birthdaycake #awareness #organic,jBArK4vdHc0,afra home made cake,2025-03-01T05:22:34Z,https://www.youtube.com/watch?v=jBArK4vdHc0,Dm for orders Contact us : 8220508591 Instgaram : https://www.instagram.com/afrahomemadecake/ Facebook ...,74,,,
What we eat is what we are... #food #awareness #health #happiness #wealth #movies #love #trending,1bfsz97TY1A,Vedaa Pain Clinic,2025-03-29T07:30:01Z,https://www.youtube.com/watch?v=1bfsz97TY1A,,87,,,
ഓന്ത് മാറോ ഇത്പോലെ 😎 #eirascastle #awarenessvideo  #informative #food #fakefood ##awareness #viral,5OiY8FmvlNM,Eira's Castle,2025-03-01T11:00:10Z,https://www.youtube.com/watch?v=5OiY8FmvlNM,,58,,,
Baimao's ideological awareness is really high. #food,lQqdwMDd3Ms,Eaters Squad,2025-02-11T12:01:10Z,https://www.youtube.com/watch?v=lQqdwMDd3Ms,"""We promise that all ingredients in the video comply with relevant legal and ethical requirements, and no animals are harmed.",95,,,
Early Signs of Breast Cancer You Shouldn't Ignore!  #jjmedicine #clearlungs #food,O8I-Di-AG_I,My Creative Vision,2025-02-14T08:00:52Z,https://www.youtube.com/watch?v=O8I-Di-AG_I,"Early detection of breast cancer can save lives! 🎗️ In this short video, we highlight the key symptoms you should never ignore, ...",5,,,
KING OF MOST DIRTY INDIAN STREET FOOD | LALI CHANGANI #GogaEats,HH2PWC6-Nuk,GOGA EATS,2025-03-07T10:58:08Z,https://www.youtube.com/watch?v=HH2PWC6-Nuk,"Join us as we uncover the hidden hygiene hazards Mr Lali Changhani from Kolkata Thanks for watching the video, so you wanna ...",130,,,
🍕Food Awareness Song 🍔 #arsuman #trendingsong #awarenesssong #food #healthy #unhealthyeating #shorts,sGJw6gGBQjk,Unique Writing 25,2025-01-11T08:15:58Z,https://www.youtube.com/watch?v=sGJw6gGBQjk,foodielover #foodiecontent #food #foodshorts #foodies #foodinspiration #handwritingshorts #pizza #burger #foodpoison ...,42,,,
What is this ? #food #foodie #streetfood #indianfood #love #awareness #entertainment,572If_MuEf8,Naughty Bear,2025-03-25T02:08:23Z,https://www.youtube.com/watch?v=572If_MuEf8,,41,,,
FEEDING THE HOMELESS #explore #food #homeless #endhomelessness #community #trending #awareness,4atG5iSwuhw,Big Homie Ace ,2025-02-19T15:46:13Z,https://www.youtube.com/watch?v=4atG5iSwuhw,,35,,,
I MISS FOOD SO MUCH!!🙄😑🎗️#para #awareness #funny #humor #shorts #ytshorts #reality #hospital #fyp,Wer0h0uRoBw,Bella Mohn,2025-02-16T19:00:22Z,https://www.youtube.com/watch?v=Wer0h0uRoBw,,7,,,
Don't eat this ! || Risky foods #shorts #food #awareness,Z62R5tzeFcA,@Saktlonda076,2025-02-16T07:53:32Z,https://www.youtube.com/watch?v=Z62R5tzeFcA,,16,,,
ஜல்லிக்கட்டு| Maattu Pongal| Don't feed outside food to animals awareness video|@shahsgalaxy,SlcU_AxRlbc,Shah's Galaxy,2025-01-15T06:46:12Z,https://www.youtube.com/watch?v=SlcU_AxRlbc,TechTamilInputs @tamilinrussia @shahgallery3596 @GreatIndianAsmr @iniyaalvloguk @dspbirds @AarifsMindVoice ...,12,,,
Food awareness #children #food #healthy #lifestyle #reels#avoid #junkfood #fitness #karate #tamil,lduYi-bJ6Kk,V-Karate Academy,2025-02-25T15:15:59Z,https://www.youtube.com/watch?v=lduYi-bJ6Kk,,61,,,
A Warrior’s Journey Beating Thalassemia! #shivangidesai #ytshorts #thalassemia #healthawareness,h3fGHJZ7r_k,Fit Bharat,2025-02-15T14:00:47Z,https://www.youtube.com/watch?v=h3fGHJZ7r_k,"A Thalassemia Major Warrior's Incredible Journey! In this inspiring episode, we meet Hiral Shah, a Thalassemia Major warrior ...",44,,,
Eating for a purpose|| Food waste awareness| Sustainable eating#shortvideo #youtubeshorts #viral,rYR7zRTDQWM,Jbz40,2025-01-25T08:05:01Z,https://www.youtube.com/watch?v=rYR7zRTDQWM,,10,,,
❤️Love you all❤️ #azargift  #thanjavurcitizen #thanjavur #Healmet #awareness #FoodStreet #food,LKUaE_-1Idg,Azar Gifts,2025-02-28T14:14:18Z,https://www.youtube.com/watch?v=LKUaE_-1Idg,,88,,,
TB awareness #vlog #minivlog #awareness #skit #students #enjoy #colleagues #food #meeting #ytshorts,qELKqA93Q6w,PPD Da Adda,2025-01-22T15:09:56Z,https://www.youtube.com/watch?v=qELKqA93Q6w,,60,,,
"Food awareness, bad ingredients news",j-Ck_wDAbRQ,Riverside Homestead Life,2025-02-05T22:30:09Z,https://www.youtube.com/watch?v=j-Ck_wDAbRQ,,59,,,
#food #awareness #foodie #streetfood,C8IwK8PveeI,Hero Short,2025-03-10T07:49:27Z,https://www.youtube.com/watch?v=C8IwK8PveeI,,41,,,
MOST DIRTY Indian Street Food Tournament | Food Challenge,CJrGrjYqIKk,GOGA EATS,2025-01-29T13:15:06Z,https://www.youtube.com/watch?v=CJrGrjYqIKk,"Thanks for watching the video, so you wanna see more, follow me on ⤵️ Instagram : https://www.instagram.com/gogaeats ...",162,,,
(Part1) Food parcel Q kea??? #awareness #emotional,SV4UjJRQ4PQ,Team shoaib javed ,2025-01-20T13:29:33Z,https://www.youtube.com/watch?v=SV4UjJRQ4PQ,Food parcel Q kea??? #awareness #emotional Welcome to our channel! We are a group of 6 friends committed to creating ...,61,,,
बहू हो तो ऐसी 👏 #food #cooking #desi #social #awareness #dowry #youtubeshorts #shorts,HGaeJvRUFro,Total virals,2025-03-09T08:32:28Z,https://www.youtube.com/watch?v=HGaeJvRUFro,,60,,,
कचरा-कूड़ा क्यों खा रहे हैं भारतीय? सोचिए #RajivDixit #HealthyEating #FoodAwareness #TrendingNow,GjlJkowze6I,Prime Unity Creation ,2025-01-19T05:42:41Z,https://www.youtube.com/watch?v=GjlJkowze6I,,41,,,
RFK Jr. on Food Choice and Health Awareness 🍔🥤,UzRCDnf03cY,Just In Stillness,2025-01-29T16:57:07Z,https://www.youtube.com/watch?v=UzRCDnf03cY,"At his HHS confirmation hearing, RFK Jr. clarifies that he's not trying to take food away from anyone, emphasizing personal choice ...",25,,,
"Awareness in general coach ,every passengers should aware about food price in train 🚂 #shortsfeed",fwuH4q2sYos,The Drishya Moment,2025-03-28T01:30:31Z,https://www.youtube.com/watch?v=fwuH4q2sYos,Train me Overcharging Pantry staff ki gundagardi IRCTC ke corrupt pantry vendor Rail helpline Travel awareness in train ...,42,,,
Is POPCORN Really Safe for Your Kids? #shorts #healthy #foodawareness,6q4XUpmbo4w,BOGA HOSPITAL,2025-01-28T07:00:04Z,https://www.youtube.com/watch?v=6q4XUpmbo4w,"Is POPCORN Really Safe for Your Kids? In this #shorts video, we discuss if popcorn is really safe for your kids. Learn about ...",30,,,
गेहूं की रोटी से गंजे हुए 18 गांवों के लोग! || #foodallergy #foodawareness,osxCQqQqf0U,Morning News India,2025-02-26T11:07:00Z,https://www.youtube.com/watch?v=osxCQqQqf0U,wheatallergyfoodstoavoid #foodallergy #foodawareness #wheatcrisis #crisiswheat #gehukiroti #morningnewsindia गेहूं ...,69,,,
Originalvsfake1 #foodawareness,LtTkwIk9Wpw,REGANTHIKA WORLD,2025-01-20T09:05:20Z,https://www.youtube.com/watch?v=LtTkwIk9Wpw,,59,,,
Cooking Breakfast & Sharing Important Car Loan Tips! #food #awareness #legalbaba,d4_MwiwJf3g,Legal Baba Clips,2025-01-27T15:58:20Z,https://www.youtube.com/watch?v=d4_MwiwJf3g,"While making my half-fry egg with tomatoes for breakfast, I thought of sharing a crucial tip for all car loan borrowers! After ...",38,,,
#junkfood #foodhabits #friends #funny #memes #delhi #explore #cancer #heartattack #awareness #food,4XOc5eIf_tU,Ritesh Joshi,2025-02-13T04:10:51Z,https://www.youtube.com/watch?v=4XOc5eIf_tU,,36,,,
#poorpeople#awareness#food#விவசாயம்#தமிழ்#agriculturelife#trending#youtubeshorts#youtube#public#vira,j9hi0uoAFRM,Pretty diamond ,2025-02-18T12:33:09Z,https://www.youtube.com/watch?v=j9hi0uoAFRM,poorpeople#awareness#food#விவசாயம்#தமிழ்#agriculturelife#trending#youtubeshorts#youtube#public#vira# ...,17,,,
Savdhaan Rahe Don't  faith blindly on anyone 😊 #food #awareness #foodie #bhaat #north indian,Wk5k_w530h4,Vipin Gupta,2025-03-06T10:20:48Z,https://www.youtube.com/watch?v=Wk5k_w530h4,Savdhaan Rahe Don't faith blindly on anyone #food #awareness #foodie #bhaat #north indian # Green screen # #short video ...,16,,,
आओ भंडारा कराएं 🙏🙏 #food #foodlover #foodvlog #awareness #motivation #shorts #viralnews #trending,Q0jqvp-_a6U,सर्व सेवा न्यूज,2025-01-19T14:10:36Z,https://www.youtube.com/watch?v=Q0jqvp-_a6U,mahakumbh2025 #election #food #foodlover #foodblogger #foodshorts #donate #god #media #trending #everyone #highlights ...,35,,,
Famous brands honey is real or fake ?? #foodawareness #feelitwiththouseef #fakehoney #food #recipe,EIAw7NhcWWI,Feel It With Thouseef,2025-03-27T14:19:15Z,https://www.youtube.com/watch?v=EIAw7NhcWWI,foodawareness #fakehoney #realhoney #honeyfacts #foodmythbusting #food #foodchallenge #honeyamla #feelitwiththouseef ...,89,,,
See_What_This_Delivery_Person_Did__#shorts_#delivery_#food #youtubeshorts #awareness,QZzMfhUF244,Ritesh Fact official,2025-01-12T02:02:09Z,https://www.youtube.com/watch?v=QZzMfhUF244,,45,,,
Mastering Awareness: Food Reviews & Sneaky Snacks 🍴👀 #mikemajlak #funny #viralvideo,lw5E6WMObhw,OT Tearborne,2025-02-06T16:43:46Z,https://www.youtube.com/watch?v=lw5E6WMObhw,,17,,,
गन्ने जूस का सेवन लाभदायक 😊😊 #juice #food #health #awareness #trending #shorts,Ap-ACnmfnUQ,सर्व सेवा न्यूज,2025-02-25T11:37:05Z,https://www.youtube.com/watch?v=Ap-ACnmfnUQ,natural #money #work #awareness #motivation #food #health #trending #sarvasevanews.,44,,,
(Part2) Food parcel Q kea??? #awareness #emotional,svSPjcNtnkg,Team shoaib javed ,2025-01-20T13:31:30Z,https://www.youtube.com/watch?v=svSPjcNtnkg,Part2 )Food parcel Q kea??? #awareness #emotional Welcome to our channel! We are a group of 6 friends committed to creating ...,62,,,
Nurturing Intuitive Eaters: Parenting Tips for Food Awareness,QWE1qDtnWDg,BodyFit By Amy,2025-03-28T17:32:10Z,https://www.youtube.com/watch?v=QWE1qDtnWDg,"To watch the entire podcast go to https://youtu.be/-6tOLETSOUA OR listen wherever you get your podcasts (Apple, Spotify, etc.",58,,,
What 100 calories look like! #nutritionfacts #healtyeating #caloriecounting #foodawareness #mindful,L9BAeJlPQsI,LEARN EVERYDAY GUİDE,2025-01-18T05:31:43Z,https://www.youtube.com/watch?v=L9BAeJlPQsI,,51,,,
Does aluminium foil cause cancer?  #foodlover #causecan #cancerawareness #shortsvideo #yt #foil,KbiC0izqp6o,Dr. Vikas Goswami - Oncologist,2025-03-06T14:34:20Z,https://www.youtube.com/watch?v=KbiC0izqp6o,,59,,,
MOE emphasises on awareness of buying food following gummy candy incident,QbcO_iTkcFE,The Star,2025-02-21T07:21:30Z,https://www.youtube.com/watch?v=QbcO_iTkcFE,The Education Ministry (MOE) has taken appropriate steps to raise awareness among students and parents to buy the right food at ...,167,,,
Junk food awareness sacred flower school #viralvideo #viralshorts #ahmedabad #school l,73A9_SDzmOU,Sacred flower school maninagar ghodasar,2025-02-24T07:00:50Z,https://www.youtube.com/watch?v=73A9_SDzmOU,,71,,,
Khana Khate Samay || #shorts #food #foodie #streetfood #indianfood #love #explore #awareness,yqXtRLKjdTo,Pintu,2025-03-05T01:00:59Z,https://www.youtube.com/watch?v=yqXtRLKjdTo,,38,,,
The Sweet Truth About Sugar! #sugar #healthyeating #nutritionfacts #foodawareness #addictionrecovery,7u1oEcllLIs,Randomly,2025-02-28T17:35:39Z,https://www.youtube.com/watch?v=7u1oEcllLIs,"Discover the sweet yet shocking truth about sugar in our latest YouTube Shorts! In just 60 seconds, we'll unveil how sugar ...",22,,,
For Weight loss #food #sprouts #recipe #health #awareness #shorts,gNqV7bmlxEw,SatvikBharat,2025-03-30T02:37:37Z,https://www.youtube.com/watch?v=gNqV7bmlxEw,,27,,,
Help me spread food allergy awareness with the Anaheim Ducks Power Players! #anaheimducks,gRmRwEgV_0M,Allergic Emma,2025-03-31T12:48:51Z,https://www.youtube.com/watch?v=gRmRwEgV_0M,Thank you for all of your support this season! Please help me continue to spread awareness about food allergies. You could help ...,8,,,
Don't Waste Food #shorts #photo #awareness #like #share #support #food #provide #voice R #voiceless,lHj_W7ILeR4,Help To First Every One,2025-01-30T15:19:05Z,https://www.youtube.com/watch?v=lHj_W7ILeR4,,16,,,
"Lahore shocking News #viralvideo #foryou #awareness Toxic food in wedding Hall, sent 300 people",ApUbGFoq7JU,Rao Awais Mehtab,2025-02-15T03:35:16Z,https://www.youtube.com/watch?v=ApUbGFoq7JU,"Lahore shocking News #viralvideo #foryou #awareness Toxic food in wedding Hall, sent 300 people.",37,,,
Top 3 foods to avoid cancer. #foodlover #foodtoavoid #cancerawareness #shorts,ZvV0V7H8utw,Dr. Vikas Goswami - Oncologist,2025-03-01T16:30:16Z,https://www.youtube.com/watch?v=ZvV0V7H8utw,,40,,,
"Fast food, you need to know these facts💯#fastfood#healthyhabits #awareness #fastfoodjunkie #stree",3cnM7L6TGtc,Dr S N Pandey Biology Classes,2025-01-22T15:44:10Z,https://www.youtube.com/watch?v=3cnM7L6TGtc,,59,,,
For Your Information 📒#diet #awareness #dietplan #rice #carbs #dietawareness #food #diettips,1bTUGOURC7k,SweetySuvarna,2025-02-02T11:24:43Z,https://www.youtube.com/watch?v=1bTUGOURC7k,,58,,,
Sawadhan Rahe Satark Rhe 🤣 #awareness #food #foodie #streetfood #indianfood #love #explore,wrfOZsKwTTM,Bshzbz Bsbshs,2025-03-08T15:30:28Z,https://www.youtube.com/watch?v=wrfOZsKwTTM,,15,,,
Orzo Asparagus Salad | Endo Awareness Month | Plant Based Recipe | Easy Lunch Inspo,ySmDzx-XITs,Chef Bai,2025-03-12T03:41:07Z,https://www.youtube.com/watch?v=ySmDzx-XITs,"Here's an endo-friendly recipe for all my girls who live life with this crazy condition! I had a rough endo journey, but recipes like ...",48,,,
"Saffron & Pregnancy: எப்போது,எப்படி எடுத்துக்கொள்ளலாம்? #saffron #pregnacytips #foodawareness",9j1Ohv7plcY,Thulir Fertility Center,2025-02-18T12:00:20Z,https://www.youtube.com/watch?v=9j1Ohv7plcY,Thinking of adding saffron to your pregnancy diet? Here's what you need to know! ⚠️ First 3 months? Avoid it! It may induce ...,57,,,
#awareness#stay away from outside food#trending video#viral#@swecha creations,ke5r7zdxvIQ,swecha creations,2025-02-08T11:09:42Z,https://www.youtube.com/watch?v=ke5r7zdxvIQ,,16,,,
ହଜମ ସମସ୍ୟା ରୁ ମୁକ୍ତି ପାଇବେ କିପରି? Improve Digestion Naturally #precautions #awareness #food #diet,Yc7gJauR2xg,Health Tips,2025-01-18T10:56:51Z,https://www.youtube.com/watch?v=Yc7gJauR2xg,,29,,,
Ramadan in Kolkata Zakaria Street Awareness For Humanitarian Ground |  Zakaria Street Food Advice,5S0NZeIuc68,NIK,2025-03-24T02:16:01Z,https://www.youtube.com/watch?v=5S0NZeIuc68,"Ramadan in Kolkata Zakaria Street During the holy month of Ramadan, as the sun sets and the call to break the fast echoes, the ...",49,,,
Great day starts with great food☘️#cooking #food #awareness #camping #outdoorcooking #qualitytime,nus13bFmwqU,cook with nature,2025-03-09T17:15:30Z,https://www.youtube.com/watch?v=nus13bFmwqU,,149,,,
Chips Exposed ✨ $HealthyEating #FoodAwareness,EMi8rMkZByQ,Lara Baakliny ~ International Keto Expert,2025-01-07T17:27:31Z,https://www.youtube.com/watch?v=EMi8rMkZByQ,,43,,,
Mindset | Food For Thought | Awareness #youarewhatyoueat #mentalhealthmatters,ysTWcRMM-3Q,Hafsa Wilson,2025-02-08T10:09:12Z,https://www.youtube.com/watch?v=ysTWcRMM-3Q,,7,,,
Teaching Kids Healthy Habits | Nail Biting and Junk Food Awareness | The Wizz Kids Preschool,mao5Bk7FsiQ,The Wizz Kids,2025-01-17T08:50:17Z,https://www.youtube.com/watch?v=mao5Bk7FsiQ,"At The Wizz Kids Preschool, we believe in teaching kids valuable life lessons through engaging and interactive methods.",58,,,
Momo ❌❌ #foodie #food #momos #youth #india #knowledge #awareness,h9SKskCv6Jc,Darpan Sharma,2025-03-21T03:59:57Z,https://www.youtube.com/watch?v=h9SKskCv6Jc,"A disturbing discovery was made in Mohali, Punjab, where a severed dog's head was found in the fridge of a momo factory.",41,,,
⚠️informational purposes only and aims to spread awareness about food safety concerns #FoodSafety,iLEdg6yny2c,Awareness Knowledge,2025-01-09T09:21:10Z,https://www.youtube.com/watch?v=iLEdg6yny2c,This video is for informational purposes only and aims to spread awareness about food safety concerns. The details provided are ...,38,,,
cooking is like painting or writing a song☘️ #cooking #food #awareness,4azjLetpQrA,cook with nature,2025-03-17T11:43:02Z,https://www.youtube.com/watch?v=4azjLetpQrA,,89,,,
Try This while having food at any time #Diabetes #awareness,LOTWxWV-UYA,Dr. Vignesh Moorthy,2025-03-01T14:19:59Z,https://www.youtube.com/watch?v=LOTWxWV-UYA,,57,,,
പൈനാപ്പിൾ അലർജി ഉണ്ടാക്കുമോ? #ayurveda #allergyawareness  #doctor #awareness #food #foodshorts # #,Ws9BTWADp3o,Ayur Health talks,2025-02-10T14:30:27Z,https://www.youtube.com/watch?v=Ws9BTWADp3o,"Dr. Annmariya Antony Founder and Cosmetology consultant of Herbal hub, is performing amazing results in skin & hair care ...",70,,,
STAY AWAY FROM THESE 🍇 #grape #food #awareness,63gaKJec_6k,ORGANIC MUSCLE ,2025-02-10T20:00:00Z,https://www.youtube.com/watch?v=63gaKJec_6k,,18,,,
I Can't Afford Healthy Lifestyle 😞 #health #food #awareness #doctor,T_pG0Vwl2pY,Dr. Smita ,2025-01-17T14:30:31Z,https://www.youtube.com/watch?v=T_pG0Vwl2pY,,11,,,
Be Careful Eating Icecream 🍨🍦 and Any Street Food #awareness #carefull #share,KI2JR7UmKCk,CHINTU  VLOGS ,2025-02-09T12:30:27Z,https://www.youtube.com/watch?v=KI2JR7UmKCk,,12,,,
Safe foods for the win! #autism #food #safe #awareness #acceptance #faith #family #love,c8npekEa-iA,Beautifully You,2025-03-13T15:18:02Z,https://www.youtube.com/watch?v=c8npekEa-iA,,21,,,
Safe food awareness @ghs pannipara #viralshorts,EJetYDK_psA,Dr Musthafa KC,2025-01-24T10:28:09Z,https://www.youtube.com/watch?v=EJetYDK_psA,,61,,,
#shorts #discipline #selflove #motivation #lawofattraction #awareness #selfimprovement #food,0TrwwTBIHg4,Success Campbell ,2025-03-25T12:53:59Z,https://www.youtube.com/watch?v=0TrwwTBIHg4,,15,,,
Is Your Food Really Healthy?   #HealthyEating #BetterChoices #FoodAwareness,tGPxfWrabrE,Dietitian Rim Raphael,2025-03-17T17:59:11Z,https://www.youtube.com/watch?v=tGPxfWrabrE,,47,,,
Clothes Distribution #charity #nonprofit #food #development #awareness 🙏🇮🇳,-AfNF3TxNTE,Sanskar Seba ,2025-03-24T16:58:00Z,https://www.youtube.com/watch?v=-AfNF3TxNTE,,19,,,
FOOD DIARRHEA #unhealthy_food #food #dont_eat_food #awareness,gG_ThjtqrVA,KtLibrary,2025-03-26T01:06:10Z,https://www.youtube.com/watch?v=gG_ThjtqrVA,"just for awareness of such unhealthy food , please eat healthy food.",68,,,
A volunteers support hand initiative #trending #video #awareness #humanity #love #food #helpothes,qZgiq0F5slk,Volunteers Support Hand,2025-02-11T15:30:30Z,https://www.youtube.com/watch?v=qZgiq0F5slk,A volunteers support hand initiative #trending #video #awareness #humanity #love #food #help #viralvideo #youtubeshorts #ikea ...,35,,,
Safe food awareness @ghss areekode #viralshorts,f4mgoNnF_NA,Dr Musthafa KC,2025-01-24T10:29:36Z,https://www.youtube.com/watch?v=f4mgoNnF_NA,,61,,,
Chinese recipe Thai food fried rice #awareness #darkpsychologyandmanipulation,L5wEYx1o3V4,Dark Domain ,2025-01-04T10:01:19Z,https://www.youtube.com/watch?v=L5wEYx1o3V4,,,,,
DARK CIRCLE അലർജി ആണോ? #ayurveda #allergyawareness  #doctor #awareness #food #foodshorts #dark,ni5BexV83yM,Ayur Health talks,2025-02-13T02:25:00Z,https://www.youtube.com/watch?v=ni5BexV83yM,"Dr. Annmariya Antony Founder and Cosmetology consultant of Herbal hub, is performing amazing results in skin & hair care ...",62,,,
বাঁচতে হলে জানতে হবে! #shortvideo #shortvideo #food #cookingshorts #awareness #shortsfeed #shorts,nD-49_U4234,Hasmatara Begum,2025-03-23T12:00:12Z,https://www.youtube.com/watch?v=nD-49_U4234,,19,,,
Food Allergy Awareness | Sesame Allergy #limitlessallergies #food #allergenfree,rfQ8WH7eJks,Limitless Allergies - Allergy Friendly Recipes,2025-03-07T14:45:09Z,https://www.youtube.com/watch?v=rfQ8WH7eJks,"If you liked this video please like, comment and subscribe. https://bit.ly/2Qvd6cv​ ♥ Spread the love and share this video!",13,,,
Food is Medicine # Health Awareness #Diet,O8a6ABRBT8k,DIVYA PRABHU,2025-03-21T10:35:29Z,https://www.youtube.com/watch?v=O8a6ABRBT8k,,31,,,
Before eating outside food must watch this Video 😯#viral #healthylifestyle #awareness #motherhood,NMTkNzUt4Zc,Dr Ritika Kushwaha,2025-03-30T14:11:06Z,https://www.youtube.com/watch?v=NMTkNzUt4Zc,,38,,,
Be awareness ❤️ #plastic #food #vegitables #youtube #shorts #cleaningyoutubeshorts,rhHBcPBviKU,Kanodar daily update,2025-02-20T05:22:03Z,https://www.youtube.com/watch?v=rhHBcPBviKU,Be awareness ❤️ #plastic #food #vegitables #youtube #shorts #youtubeshorts તમે જાણો છો કે પ્લાસ્ટિક ...,91,,,
అందరూ ఆడవాళ్లకు ఉండేసందేహం#trending#sreeleela#healthy#awareness#home food#information#youtubeshorts,Xrs8x_i0Hbg,SreeLeela All in 1,2025-02-19T11:15:05Z,https://www.youtube.com/watch?v=Xrs8x_i0Hbg,అందరూ ఆడవాళ్లకు ఉండేసందేహం#trending#sreeleela#healthy#awareness#home ...,75,,,
కరివేపాకును తీసిపడేసారా #health benefits of curry leaves#food #health#trending#awareness of health,XXgORys3_U0,Posyvibes,2025-03-12T10:46:57Z,https://www.youtube.com/watch?v=XXgORys3_U0,,67,,,
reaction video this video awareness #food #walk,hUmiK-hD8SQ,Veera ABI Sri Harini ,2025-03-09T09:02:33Z,https://www.youtube.com/watch?v=hUmiK-hD8SQ,welcome back my channel this video awareness on subscribe please.,31,,,
World TB Day - Vlog32 |MBBS Life| #youtubeshorts #shorts #rally #worldtbday #awareness #food #mbbs,nzVRKKgL13U,Medico Preshit OM,2025-03-25T05:00:09Z,https://www.youtube.com/watch?v=nzVRKKgL13U,,53,,,
4 years of macro tracking transformed my life #foodawareness,LzpdPRYrHtg,Mark Clark,2025-03-24T05:48:18Z,https://www.youtube.com/watch?v=LzpdPRYrHtg,4 years of macro tracking transformed my life #foodawareness #nutrition #foodisfuel #fok.,15,,,
