Title,URL,Description
"Easy Samosa folding method #viral #trending #ramadanrecipes #vegan #samosa #iftar,Znecmkpp2Ng",https://www.youtube.com/watch?v=Znecmkpp2Ng,"Easy Samosa folding method #viral #trending #samosafoldingtechnique.,"
"Why Miley Cyrus Cried for Fish,6m-24auRAms",https://www.youtube.com/watch?v=6m-24auRAms,"joeroganpodcast #joeroganexperience #podcast #jre #mileycyrus #vegan Credit: Joe Rogan Miley shared with Joe Rogan why ...,"
"Rice paper bacon from @itsvegansis,ECAZiUBGWqc",https://www.youtube.com/watch?v=ECAZiUBGWqc,"veganrecipes #bacon.,"
"Do I Regret Quitting Veganism?,d88h3Vbm4to",https://www.youtube.com/watch?v=d88h3Vbm4to,"shorts.,"
"I made a Dubai chocolate bar out of wax candy 🍫 #candy #shorts,o_cUb2OWglM",https://www.youtube.com/watch?v=o_cUb2OWglM,","
"vegetarian tries chickfila for the first time ever,FL4ff0i_JUE",https://www.youtube.com/watch?v=FL4ff0i_JUE,","
"Cheesy Roasted Garlic Bread | The Ultimate Crispy & Flavorful Vegan Bread! 🧄🧀✨,jMq7l6MHBMY",https://www.youtube.com/watch?v=jMq7l6MHBMY,"This Cheesy Roasted Garlic Bread is the ultimate combination of crispy, cheesy, and garlicky goodness! ✨ Made with roasted ..."","
"Roasted Veggie Bowl | Easy & Nourishing Vegan Meal Prep! 🥦🥕🌱✨,B0qfFHMHbPI",https://www.youtube.com/watch?v=B0qfFHMHbPI,"This Roasted Veggie Bowl is the perfect healthy, balanced, and flavor-packed meal for any day of the week! ✨ Loaded with ..."","
"Enoki Mushroom? ❎🍄‍🟫 Vegan Scallop~ ✅😋,ddOx650Q_wA",https://www.youtube.com/watch?v=ddOx650Q_wA,","
"WHAT I ATE TODAY #ballerinadiet#vegan#plantbased#whatiatetoday#whatieatinaday#healthy#ballerina,eL83-Z-6qFU",https://www.youtube.com/watch?v=eL83-Z-6qFU,","
"What’s in my fridge! #foodie #shorts #vegan #healthyfood #wellness #eating #eating,zpzxA_vmMzo",https://www.youtube.com/watch?v=zpzxA_vmMzo,","
"How Being Vegan Became UNHEALTHY,ZtbeYwazv_A",https://www.youtube.com/watch?v=ZtbeYwazv_A,"The UPDATED RP HYPERTROPHY APP: https://rpstrength.com/hyped Become an RP channel member and get instant access to ...,"
"Soya Chunks Chilla | 50g Protein Powerhouse! 💪 | High Protein Vegan Breakfast Recipe #shorts #food,ObmCoJy3Gqw",https://www.youtube.com/watch?v=ObmCoJy3Gqw,"High Protein Chilla recipe | 50 Grams protein in 20₹ | #shortsfeed #shorts #food #recipe #ytshorts Soya Chunks Chilla recipe ...,"
"Creamy Roasted Garlic Dip | Easy & Flavorful Vegan Appetizer! 🧄✨🌱,RGfy_Ebxnqg",https://www.youtube.com/watch?v=RGfy_Ebxnqg,"If you love garlic, you NEED to try this Creamy Roasted Garlic Dip! ✨ Smooth"
"What vegan food looks like around the world 🤯 #shorts,luUPNmfVXjE",https://www.youtube.com/watch?v=luUPNmfVXjE,"My book Naturally Vegan is now available for pre-order (link in bio),"
"one pot curry noodles 🍜 #recipe #shorts,W8hKK6CC4ps",https://www.youtube.com/watch?v=W8hKK6CC4ps,"https://plantyou.com/one-pan-curry-noodles/,"
"34 DAYS OUT FROM ICN as a Vegetarian 🌱 The beat soy chunks recipe so far #vegetarian #bodybuilding,D3zzBMeE3Nk",https://www.youtube.com/watch?v=D3zzBMeE3Nk,"I take potato 4 times of soya in weight and consume 50 gm soya and 200 gm potato once and for that i get 30 gm of protein in just ...,"
"""Mushroom Shawarma | Juicy, Meaty, Flavorful & 100% Vegan Meal Idea! 🍄🌯🔥"",yASf5uWB6AQ",https://www.youtube.com/watch?v=yASf5uWB6AQ,"This Mushroom Shawarma is bold, juicy, and packed with Middle Eastern flavors! Full Recipe: drveganblog.com A perfect ..."","
"Full day of eating | 150 grams protein Muscle building | Full day Vegetarian Diet (2300 calories),SgICn1RItcU",https://www.youtube.com/watch?v=SgICn1RItcU,"Full Day Diet And Macros Meal 1: Oats - 80 grams Skimmed milk - 400 ml Chia seeds: 5 gm Whey protein - 1 scoop Meal 2: ...,"
"Fried Cauliflower South Asian Style,wSubhrCGhc4",https://www.youtube.com/watch?v=wSubhrCGhc4,","
"Sunday Brunch with Khushi Kapoor।#viralvideo #beetroot ki sabji #vegan #noonionnogarlic #lunch #yt,XJS-oZrfSD0",https://www.youtube.com/watch?v=XJS-oZrfSD0,"Welcome to Holy Bites! Discover a world of delicious and wholesome recipes made without onion and garlic. Whether you're ...,"
"Healthy Cake: Only 2 Ingredients! (Flourless + Vegan!) 🍫,qYT92HfrjZc",https://www.youtube.com/watch?v=qYT92HfrjZc,","
"One of the oldest dishes in the world?! 😳 Mujaddara,34G7sLVWZCM",https://www.youtube.com/watch?v=34G7sLVWZCM,"The full recipe will be in my book Naturally Vegan (pre-order link in bio) #shorts #mujaddara.,"
"$2 VS $20 Vegan Fried Chicken,c0duQ35IV1Y",https://www.youtube.com/watch?v=c0duQ35IV1Y,"Social Media Links     Instagram: https://www.instagram.com/blatantreviewz/?hl=en TikTok: ...,"
"10-MIN SPICY CHILI OIL WONTONS🥟 #veganrecipes #veganfood #veganuary #wonton #chilioil #dumplings,wFARNr8Jy18",https://www.youtube.com/watch?v=wFARNr8Jy18,","
"Bhandare wali kaddu ki sabzi #kaddurecipe #nooniongarlic #vegan #recipe,kZNPdFa5ssg",https://www.youtube.com/watch?v=kZNPdFa5ssg,"Bhandare wali kaddu ki sabzi The recipe I am sharing today is my absolute favourite. Made without onion and garlic, you Just ..."","
"""Healthy Pancakes: Only 3 Ingredients! (Vegan, Gluten-Free, Dairy-Free)"",8YWI8WXKkaw",https://www.youtube.com/watch?v=8YWI8WXKkaw,","
"Top High Protein Vegetarian Foods | For Online Fitness Coaching WhatsApp me at +919663488580,8VaXpmIL730",https://www.youtube.com/watch?v=8VaXpmIL730,"For Online Fitness Coaching WhatsApp me at +919663488580 or Visit www.livezy.com Instagram:   ...,"
"Italy’s most underrated street food w @Max_LaManna 🇮🇹 5e5 #shorts,YegjYcCvPnI",https://www.youtube.com/watch?v=YegjYcCvPnI,"For the full recipe, pre-order my book Naturally Vegan (link in bio)"","
"PRO BALLERINA EATS #ballerina#food#vegan#plantbased#athlete#health#lifestyle#nutrition#dancer,GTRPttIUHUg",https://www.youtube.com/watch?v=GTRPttIUHUg,","
"Healthy soil coverts to #healthyfood #organicfarming #organicfood #farmer #lifestyle #vegan #vegeta,wJcimWN7AWI",https://www.youtube.com/watch?v=wJcimWN7AWI,"climatechange #sustainable #farmer #sustainableliving #flowers #zone #notill #growyourownfood #microbes #soilgrown ...,"
"""My parents refuse to respect my vegan lifestyle, so I had to take drastic measures."",Gic9hb7YtrU",https://www.youtube.com/watch?v=Gic9hb7YtrU,","
"vegan lifestyle🌱✌️🫶#party#funtime#trending#viralshorts#youtube#masti#veganlifestyle#love,XTjh2eux8Sk",https://www.youtube.com/watch?v=XTjh2eux8Sk,","
"#veganmemes #memes #ihavethisthingwithplants #eatingvegan #funny #veganlifestyle #jokes #veganfood,XWvSJDzyTwA",https://www.youtube.com/watch?v=XWvSJDzyTwA,","
"What I ate at Olive Garden vegan #olivegarden #whatieatinaday #lifestyle #vegan #vlog,9adsFAEgBYg",https://www.youtube.com/watch?v=9adsFAEgBYg,","
"Embrace a Healthier Lifestyle with Vegan Weight Loss Tips | Indian Weight Loss Diet,42OzudGFeJ0",https://www.youtube.com/watch?v=42OzudGFeJ0,"Embrace a Healthier Lifestyle with Vegan Weight Loss Tips | Indian Weight Loss Diet Vegan and want to lose weight?,"
"இது மாதிரி பாத்துருக்கீங்களா? #youtubeshorts #minivlog #new #lifestyle #vlog #minivlog #vegan #corn,AMjc7-I2GFE",https://www.youtube.com/watch?v=AMjc7-I2GFE,"Discover the vibrant world of vegetables in this short YouTube video! From crunchy carrots and leafy greens to exotic veggies like ...,"
"My Surprising Journey  From Daniel's Fast to Vegan Lifestyle,YC85Jjn0tSY",https://www.youtube.com/watch?v=YC85Jjn0tSY,"From fasting to a lifestyle change, join me as I share my surprising journey from Daniel's Fast to embracing veganism. Discover ..."","
"Dad Forces Vegan Lifestyle After Coming Out,7tklbRCYMKc",https://www.youtube.com/watch?v=7tklbRCYMKc,"shorts.,"
"vegan lifestyle🌱✌️#shorts#trending#love#youtibe#lifeisparty#fun#veganlifestyle,mYJOUvGcVg4",https://www.youtube.com/watch?v=mYJOUvGcVg4,","
"Ma your own cheeze at home! Caramelized Onion 🧅 Thyme Cheeze #plantbased,CUT0DLVK1sI",https://www.youtube.com/watch?v=CUT0DLVK1sI,","
"Healthy soil coverts to #healthyfood #organicfarming #organicfood #farmer #lifestyle #vegan #vegeta,wJcimWN7AWI",https://www.youtube.com/watch?v=wJcimWN7AWI,"climatechange #sustainable #farmer #sustainableliving #flowers #zone #notill #growyourownfood #microbes #soilgrown ...,"
"This mushroom tastes freakishly like meat #vegan #mushrooms #vegano #recipe #food #oystermushroom,_NJeO-KAaDg",https://www.youtube.com/watch?v=_NJeO-KAaDg,"My lazy, no-mess way to cook oyster mushrooms. Sure you could let them marinate in seasonings for 2 hours and baste them with ..."","
"What I eat in a day as a vegetarian in London 🌱 🇬🇧 #whatieatinaday #vegetarian #shorts,9wDrr1WvMBA",https://www.youtube.com/watch?v=9wDrr1WvMBA,","
"what I ate today on a vegan diet (15 years vegan) #vegan #whatieatinaday #whatieatinadayvegan,QVmFldVhUHo",https://www.youtube.com/watch?v=QVmFldVhUHo,"Don't forget your b12!,"
"Marry Me Chickpeas 💍 (easy plant-based meal) #veganrecipes,jSqMAD8sJe0",https://www.youtube.com/watch?v=jSqMAD8sJe0,"This delicious Marry Me Chickpeas comes together in just 25 minutes and is packed with creamy chickpeas, spinach, and a rich ..."","
"100 Sandwiches in 100 Days | Day 48 - The Nearly Vegan Sandwich 🥪,ugtQ_gKgH78",https://www.youtube.com/watch?v=ugtQ_gKgH78,","
"Pani wali Aloo Chana Chaat recipe #food #shortvideo #shorts #cooking #vegan,irVdro25Dtg",https://www.youtube.com/watch?v=irVdro25Dtg,","
"Village Life in Azerbaijan: Stunning Views and Simple Living! 🌄🏡,3Soopas6r_Q",https://www.youtube.com/watch?v=3Soopas6r_Q,"Don't forget to subscribe to our family's village cooking channel! Instagram: https://www.instagram.com/sweet_village_youtube ...,"
"MELTING vegan cheese recipe #vegan #plantbased #vegancheese #veganrecipes #cashew #dairyfree,JU9MPN8yIzw",https://www.youtube.com/watch?v=JU9MPN8yIzw,"Would you try it? Recipe below: Leek vegan cheese ingredients: 1 Leek, diced small 1 shallot, diced small 1/4 c vegan butter 3 ..."","
"Vegan Mozzarella 🧀 #shorts,lOKHWrNF96A",https://www.youtube.com/watch?v=lOKHWrNF96A,"Why settle for basic when you can master pro-level vegan cheese? Most home recipes stick to one gelling agent: agar agar, but ..."","
"Never buy vegan yogurt again ♾️ #shorts,v1HwteonsaE",https://www.youtube.com/watch?v=v1HwteonsaE,"Endless supply of vegan yogurt!,"
"""My parents refuse to respect my vegan lifestyle, so I had to take drastic measures."",Gic9hb7YtrU",https://www.youtube.com/watch?v=Gic9hb7YtrU,","
"vegan lifestyle🌱✌️🫶#party#funtime#trending#viralshorts#youtube#masti#veganlifestyle#love,XTjh2eux8Sk",https://www.youtube.com/watch?v=XTjh2eux8Sk,","
"Homemade Salt and Vinegar Chips #cookingathome #homemadechips #homemadefood #cooking #chips #vegan,0Q-DZQtBl4I",https://www.youtube.com/watch?v=0Q-DZQtBl4I,","
"20 minutes tofu stir fry #vegan #recipe #shorts,BUzAh-8ciPs",https://www.youtube.com/watch?v=BUzAh-8ciPs,","
"#veganmemes #memes #ihavethisthingwithplants #eatingvegan #funny #veganlifestyle #jokes #veganfood,XWvSJDzyTwA",https://www.youtube.com/watch?v=XWvSJDzyTwA,","
"Crumbled tempeh tostadas 🤌🏼 Full recipe in the comments! #vegan #recipe #veganfood,7sj6ifcITOs",https://www.youtube.com/watch?v=7sj6ifcITOs,","
"Why a Plant-Based Diet Could Change Your Life!,IppaDHl95TM",https://www.youtube.com/watch?v=IppaDHl95TM,","
"Vegan crispy tofu burger 🌿 Recipe in the comments! #vegan #veganfood #veganrecipe,eUS0Kg7jKMo",https://www.youtube.com/watch?v=eUS0Kg7jKMo,","
"What I ate at Olive Garden vegan #olivegarden #whatieatinaday #lifestyle #vegan #vlog,9adsFAEgBYg",https://www.youtube.com/watch?v=9adsFAEgBYg,","
"No Bake Vegan Chocolate Mousse Cake✨🍫 #nobake  #vegan #healthyrecipes,Fat_36h7nJc",https://www.youtube.com/watch?v=Fat_36h7nJc,"glutenfree #chocolatecake Delicious and easy to make No-bake Chocolate Mousse Cake. It's vegan, gluten-free, and ..."","
"Embrace a Healthier Lifestyle with Vegan Weight Loss Tips | Indian Weight Loss Diet,42OzudGFeJ0",https://www.youtube.com/watch?v=42OzudGFeJ0,"Embrace a Healthier Lifestyle with Vegan Weight Loss Tips | Indian Weight Loss Diet Vegan and want to lose weight?,"
"UNO TIRA L’ALTRO... DEVI PROVARLI!  😍🧁 #ricettevegan #vegan #cupcakes,PHrG0wQjrx4",https://www.youtube.com/watch?v=PHrG0wQjrx4,","
"Pastelon inspired Vegan Plantain Shepherd’s pie. Full recipe in metemgee.com,9lulqgJwpPo",https://www.youtube.com/watch?v=9lulqgJwpPo,"Pastelon inspired Vegan Plantain Shepherd's pie. #plantain #vegan #paleo #whole30.,"
"இது மாதிரி பாத்துருக்கீங்களா? #youtubeshorts #minivlog #new #lifestyle #vlog #minivlog #vegan #corn,AMjc7-I2GFE",https://www.youtube.com/watch?v=AMjc7-I2GFE,"Discover the vibrant world of vegetables in this short YouTube video! From crunchy carrots and leafy greens to exotic veggies like ...,"
"My Surprising Journey  From Daniel's Fast to Vegan Lifestyle,YC85Jjn0tSY",https://www.youtube.com/watch?v=YC85Jjn0tSY,"From fasting to a lifestyle change, join me as I share my surprising journey from Daniel's Fast to embracing veganism. Discover ..."","
"Vegan Friendly Gym Sneakers,revMjdJI1lA",https://www.youtube.com/watch?v=revMjdJI1lA,"They can be really hard to find leather-free, so here are a few of my most worn pairs for running, training and lifting: ☆ @salomon ..."","
"The most famous bakery cookie #vegan #bakery #shorts #cookies,Q3h1hWdDPzo",https://www.youtube.com/watch?v=Q3h1hWdDPzo,","
"Dad Forces Vegan Lifestyle After Coming Out,7tklbRCYMKc",https://www.youtube.com/watch?v=7tklbRCYMKc,"shorts.,"
"vegan lifestyle🌱✌️#shorts#trending#love#youtibe#lifeisparty#fun#veganlifestyle,mYJOUvGcVg4",https://www.youtube.com/watch?v=mYJOUvGcVg4,","
"How To Never Fall Off Your Raw Vegan Lifestyle Again!,JTl65Teo6W4",https://www.youtube.com/watch?v=JTl65Teo6W4,","
"Dr. Manish Acharya ji benefits of radish leaves recipe #shorts #vegan #celebrities #ytshorts #viral,BEoRxDKx3EA",https://www.youtube.com/watch?v=BEoRxDKx3EA,","
"vegan mom🌱✌️#Dubailife#fshionshort#trendingshort#love#veganlifestyle#twinning,Xy9BaBQBR8E",https://www.youtube.com/watch?v=Xy9BaBQBR8E,","
"5-Min Guilt-Free No Bake Vegan Dessert! #recipe #ytshorts #shorts #lifestyle,QICgraHgUSc",https://www.youtube.com/watch?v=QICgraHgUSc,"Indulge in this quick and easy 5-minute, no-bake dessert that's both delicious and guilt-free. Perfect for satisfying your sweet tooth ..."","
"Ok but why is this a thing #vegan #veganuary #veganrestaurants #veganlife #veganlifestyle,mhx6Xy-eWWs",https://www.youtube.com/watch?v=mhx6Xy-eWWs,"Ok but why is this a thing #vegan #veganuary #veganrestaurants #veganlife #veganlifestyle #vegantiktok.,"
"Vegan-ish Turkish pasta😋 #turkishfood #cooking #vegan #vegetarian #shorts #cookingvideo ￼#lifestyle,6vLGLBnQKcM",https://www.youtube.com/watch?v=6vLGLBnQKcM,","
"watermelon rider #durianrider #highcarb #lowfat #lifestyle #cycling #cyclist #cyclinggirl #vegan,946dcij3ajc",https://www.youtube.com/watch?v=946dcij3ajc,","
"Always on time for self-care. #veganlifestyle #veganwatch #sustainablefashion #ecofriendlywatch #eco,NnOZsyHsVkw",https://www.youtube.com/watch?v=NnOZsyHsVkw,","
"What I think about vegan diet. #motivation #business #hustle #lifestyle #mindset #fitness,ZDoeq_uPvy0",https://www.youtube.com/watch?v=ZDoeq_uPvy0,","
"Plant-Based Fridge Restock | Healthy & Easy Meal Prep Ideas | Vegan Lifestyle Essentials,lyQ8O8UeGPc",https://www.youtube.com/watch?v=lyQ8O8UeGPc,"DIYRemedies #ElderberrySyrup #NaturalHealth #ImmuneBoost #PlantBased #Vegan #VeganFood #HealthyFood ...,"
